locationID,identifier,locality,mappedLocality
http://vocab.getty.edu/tgn/7004787,mrgid:2186,Trinidad and Tobago,Trinidad and Tobago
http://vocab.getty.edu/tgn/1001836,mrgid:18607,Baja California Sur,Baja California Sur
http://vocab.getty.edu/tgn/7000429,mrgid:8589,Cocos Islands,Cocos Islands
http://vocab.getty.edu/tgn/1000006,mrgid:8635,Clipperton Island,Oceania
http://vocab.getty.edu/tgn/7004679,mrgid:33061,Virgin Islands,Virgin Islands
http://vocab.getty.edu/tgn/7000490,mrgid:8323,Australian Exclusive Economic Zone,Australia
http://vocab.getty.edu/tgn/7005388,mrgid:8640,Dominican Republic,Dominican Republic
http://vocab.getty.edu/tgn/7005667,mrgid:8670,American Samoa,American Samoa
http://vocab.getty.edu/tgn/7014206,mrgid:8382,Tristan Da Cunha Exclusive Economic Zone,South Atlantic Ocean
http://vocab.getty.edu/tgn/7014206,mrgid:14291,West Atlantic,Atlantic Ocean
http://vocab.getty.edu/tgn/1112244,mrgid:4347,Arafura Sea,Arafura Sea
http://vocab.getty.edu/tgn/1112244,mrgid:25693,Australian part of the Arafura Sea,Arafura Sea
http://vocab.getty.edu/tgn/7001464,mrgid:21734,South China Sea,South China Sea
http://vocab.getty.edu/tgn/7029385,mrgid:8310,Norfolk Island Exclusive Economic Zone,South Pacific Ocean
http://vocab.getty.edu/tgn/1000111,mrgid:8486,Chinese Exclusive Economic Zone,China
http://vocab.getty.edu/tgn/1112328,mrgid:4265,Gulf of Aden,Gulf of Aden
http://vocab.getty.edu/tgn/7016682,mrgid:20832,Mascareignes Archipelago,Indian Ocean
http://vocab.getty.edu/tgn/1000164,mrgid:26159,Ogooué-Maritime province,Gabon
http://vocab.getty.edu/tgn/1090055,mrgid:9185,Port Gentil,Port Gentil
http://vocab.getty.edu/tgn/1112357,mrgid:4314,Gulf of California,Gulf of California
http://vocab.getty.edu/tgn/1112249,mrgid:4349,Banda Sea,Banda Sea
http://vocab.getty.edu/tgn/1112249,mrgid:25691,Indonesian part of the Banda Sea,Banda Sea
http://vocab.getty.edu/tgn/7014206,mrgid:33669,Argentine Basin Abyssal Province,South Atlantic Ocean
http://vocab.getty.edu/tgn/1000007,mrgid:8588,Antarctica,Antarctica
http://vocab.getty.edu/tgn/7029367,mrgid:25582,Japanese part of the North Pacific Ocean,North Pacific Ocean
http://vocab.getty.edu/tgn/7016833,mrgid:3868,Egypt,Egypt
http://vocab.getty.edu/tgn/1008339,mrgid:30219,Pulau Nias,Pulau Nias
http://vocab.getty.edu/tgn/7004569,mrgid:25303,Colombian part of the Caribbean Sea,Caribbean Sea
http://vocab.getty.edu/tgn/7007708,mrgid:9043,Oregon,Oregon
http://vocab.getty.edu/tgn/1000883,mrgid:9126,Mussulo,Luanda
http://vocab.getty.edu/tgn/7002444,mrgid:4520,Orkney,Scotland
http://vocab.getty.edu/tgn/7016735,mrgid:3883,Tunis Gulf,Mediterranean Sea
http://vocab.getty.edu/tgn/1112277,mrgid:25621,Greek part of the Ionian Sea,Ionian Sea
http://vocab.getty.edu/tgn/7016735,mrgid:25196,Cypriote Exclusive Economic Zone,Mediterranean Sea
http://vocab.getty.edu/tgn/7002036,mrgid:2116,Kiribati,Kiribati
http://vocab.getty.edu/tgn/7014652,mrgid:21783,"Marshall, Gilbert and Ellis Islands",Eastern Indo-Pacific
http://vocab.getty.edu/tgn/7016730,mrgid:21894,Marshall Islands,Marshall Islands
http://vocab.getty.edu/tgn/7029367,mrgid:25557,Micronesian part of the North Pacific Ocean,North Pacific Ocean
http://vocab.getty.edu/tgn/7005668,mrgid:17586,Palaos,Palau
http://vocab.getty.edu/tgn/7029367,mrgid:21731,Tropical Northwestern Pacific,Tropical Northwestern Pacific
http://vocab.getty.edu/tgn/7006216,mrgid:21985,Ogasawara Islands,Ogasawara Islands
http://vocab.getty.edu/tgn/7014652,mrgid:21740,Southeast Polynesia,Eastern Indo-Pacific
http://vocab.getty.edu/tgn/7006218,mrgid:21941,Society Islands,Society Islands
http://vocab.getty.edu/tgn/7029385,mrgid:25647,American Samoa Exclusive Economic Zone,South Pacific Ocean
http://vocab.getty.edu/tgn/7513527,mrgid:17597,Gilbert Islands,Gilbert Islands
http://vocab.getty.edu/tgn/7513527,mrgid:8488,Kiribati Exclusive Economic Zone (Gilbert Islands),Gilbert Islands
http://vocab.getty.edu/tgn/7029385,mrgid:8446,Cook Islands Exclusive Economic Zone,South Pacific Ocean
http://vocab.getty.edu/tgn/1000110,mrgid:8346,Sri Lankan Exclusive Economic Zone,Sri Lanka
http://vocab.getty.edu/tgn/1112667,mrgid:21775,Bay of Bengal,Bay of Bengal
http://vocab.getty.edu/tgn/1112667,mrgid:21831,Eastern India,Bay of Bengal
http://vocab.getty.edu/tgn/1000190,mrgid:22028,Seychelles,Seychelles
http://vocab.getty.edu/tgn/7016682,mrgid:25533,Comoran part of the Indian Ocean,Indian Ocean
http://vocab.getty.edu/tgn/7016682,mrgid:26836,Aldabra Atoll,Indian Ocean
http://vocab.getty.edu/tgn/7016677,mrgid:21836,Chagos,Chagos
http://vocab.getty.edu/tgn/7000550,mrgid:48957,Guam Exclusive Economic Zone,Guam
http://vocab.getty.edu/tgn/1008543,mrgid:21738,Easter Island,Easter Island
http://vocab.getty.edu/tgn/7014652,mrgid:21719,Tropical Eastern Pacific,Tropical Eastern Pacific
http://vocab.getty.edu/tgn/7014652,mrgid:21769,Tropical East Pacific,Tropical East Pacific
http://vocab.getty.edu/tgn/1112480,mrgid:17864,Spencer Gulf,Spencer Gulf
http://vocab.getty.edu/tgn/7005277,mrgid:36289,"Saint Helena, Ascension and Tristan da Cunha","Saint Helena, Ascension and Tristan da Cunha"
http://vocab.getty.edu/tgn/7014204,mrgid:8620,Ascension,Ascension
http://vocab.getty.edu/tgn/1000166,mrgid:19015,Gold Coast,Ghana
http://vocab.getty.edu/tgn/7006651,mrgid:2148,Armenia,Armenia
http://vocab.getty.edu/tgn/7014206,mrgid:33667,Brazil Basin Abyssal Province,South Atlantic Ocean
http://vocab.getty.edu/tgn/7017584,mrgid:14320,Cape Point,"Western Cape, Province of the"
http://vocab.getty.edu/tgn/1112260,mrgid:4359,Celebes Sea,Celebes Sea
http://vocab.getty.edu/tgn/7029385,mrgid:7057,Lau Basin,South Pacific Ocean
http://vocab.getty.edu/tgn/7029385,mrgid:7087,North Fiji Basin,South Pacific Ocean
http://vocab.getty.edu/tgn/7016682,mrgid:18057,Central Indian Ocean,Indian Ocean
http://vocab.getty.edu/tgn/7016773,mrgid:7387,Mariana Trough,Philippine Sea
http://vocab.getty.edu/tgn/1000112,mrgid:2159,Cyprus,Cyprus
http://vocab.getty.edu/tgn/1000112,mrgid:3862,Cyprus,Cyprus
http://vocab.getty.edu/tgn/7029367,mrgid:5843,Okinawa Trough,North Pacific Ocean
http://vocab.getty.edu/tgn/7029367,mrgid:7378,Mariana Trench,North Pacific Ocean
http://vocab.getty.edu/tgn/1112357,mrgid:6636,Guaymas Basin,Gulf of California
http://vocab.getty.edu/tgn/1112308,mrgid:4329,Scotia Sea,Scotia Sea
http://vocab.getty.edu/tgn/1000118,mrgid:2125,Iraq,Iraq
http://vocab.getty.edu/tgn/7016730,mrgid:2226,Marshall Islands,Marshall Islands
http://vocab.getty.edu/tgn/7000221,mrgid:18783,Kalimantan,Kalimantan
http://vocab.getty.edu/tgn/1112970,mrgid:8961,Esperance Bay,Esperance Bay
http://vocab.getty.edu/tgn/7016599,mrgid:25415,Omani part of the Arabian Sea,Arabian Sea
http://vocab.getty.edu/tgn/1114206,mrgid:25420,Comoran part of the Mozambique Channel,Mozambique Channel
http://vocab.getty.edu/tgn/7848753,mrgid:22611,King George Sound,King George Sound
http://vocab.getty.edu/tgn/7029367,mrgid:21847,Japan Sea/East Sea,North Pacific Ocean
http://vocab.getty.edu/tgn/1000188,mrgid:8397,Sao Tome and Principe Exclusive Economic Zone,Sao Tome and Principe
http://vocab.getty.edu/tgn/7004770,mrgid:8418,Barbados Exclusive Economic Zone,Barbados
http://vocab.getty.edu/tgn/7014204,mrgid:19012,Ascension,Ascension
http://vocab.getty.edu/tgn/7016735,mrgid:8766,Spanish Exclusive Economic Zone [Mediterranean part],Mediterranean Sea
http://vocab.getty.edu/tgn/7000900,mrgid:8883,Amami-O-Shima,Ryukyu Islands
http://vocab.getty.edu/tgn/7006653,mrgid:19209,Georgia,Georgia
http://vocab.getty.edu/tgn/1000811,mrgid:9151,Cabo Ledo,Bengo
http://vocab.getty.edu/tgn/1000003,mrgid:9255,South West Europe,Europe
http://vocab.getty.edu/tgn/4003760,mrgid:5667,South Europe,South Europe
http://vocab.getty.edu/tgn/7294853,mrgid:19009,Tierra del Fuego,Tierra del Fuego
http://vocab.getty.edu/tgn/7016791,mrgid:25392,Sudanese Exclusive Economic Zone,Red Sea
http://vocab.getty.edu/tgn/7014044,mrgid:19190,Miami,Miami
http://vocab.getty.edu/tgn/7016599,mrgid:25416,Pakistani part of the Arabian Sea,Arabian Sea
http://vocab.getty.edu/tgn/7016599,mrgid:36256,Karachi Coast,Arabian Sea
http://vocab.getty.edu/tgn/7005332,mrgid:2144,Bahamas,Bahamas
http://vocab.getty.edu/tgn/1000180,mrgid:25941,Inhambane ,Mozambique
http://vocab.getty.edu/tgn/1000180,mrgid:26780,Bazaruto Archipelago,Mozambique
http://vocab.getty.edu/tgn/1000002,mrgid:9231,Eastern American Coasts,South America
http://vocab.getty.edu/tgn/1000002,mrgid:14348,East American Coast,South America
http://vocab.getty.edu/tgn/7214413,mrgid:17401,Birkenfels,Birkenfels
http://vocab.getty.edu/tgn/1000095,mrgid:14306,Spain Atlantic Coast,Spain
http://vocab.getty.edu/tgn/1026357,mrgid:66,Bredene,Bredene
http://vocab.getty.edu/tgn/7004550,mrgid:30808,Antilles,Antilles
http://vocab.getty.edu/tgn/1000090,mrgid:14316,West Portugal,Portugal
http://vocab.getty.edu/tgn/7001004,mrgid:26337,Kaohsiung City,Kaohsiung City
http://vocab.getty.edu/tgn/7001004,mrgid:32888,Pratas Island ,Kaohsiung City
http://vocab.getty.edu/tgn/7006450,mrgid:8463,United States Exclusive Economic Zone (Alaska),Alaska
http://vocab.getty.edu/tgn/1001154,mrgid:19960,Balicasag Island,Bohol
http://vocab.getty.edu/tgn/1087657,mrgid:9144,Cacuaco,Cacuaco
http://vocab.getty.edu/tgn/1098814,mrgid:20565,Touho,Touho
http://vocab.getty.edu/tgn/1007857,mrgid:14809,Lifou,Lifou
http://vocab.getty.edu/tgn/7014206,mrgid:4611,Plato Seamount,North Atlantic Ocean
http://vocab.getty.edu/tgn/7014206,mrgid:4981,Irving Seamount,North Atlantic Ocean
http://vocab.getty.edu/tgn/7014206,mrgid:4609,Atlantis Seamount,North Atlantic Ocean
http://vocab.getty.edu/tgn/7014206,mrgid:9247,North European Atlantic,North Atlantic Ocean
http://vocab.getty.edu/tgn/7014206,mrgid:9165,Gatas Bay,North Atlantic Ocean
http://vocab.getty.edu/tgn/7016463,mrgid:9229,Transkei,Transkei
http://vocab.getty.edu/tgn/1000180,mrgid:25945,Nampula ,Mozambique
http://vocab.getty.edu/tgn/1000180,mrgid:33034,Baía da Condúcia,Mozambique
http://vocab.getty.edu/tgn/7014652,mrgid:22023,Sulawesi Sea/Makassar Strait,Central Indo-Pacific
http://vocab.getty.edu/tgn/1001290,mrgid:48043,Heilongjiang,Heilongjiang
http://vocab.getty.edu/tgn/7007526,mrgid:25142,Nevada,Nevada
http://vocab.getty.edu/tgn/1000111,mrgid:48035,Chongqing,China
http://vocab.getty.edu/tgn/1000120,mrgid:36299,Biwa lake,Japan
http://vocab.getty.edu/tgn/7007825,mrgid:19570,Tennessee,Tennessee
http://vocab.getty.edu/tgn/7007158,mrgid:48088,Colorado,Colorado
http://vocab.getty.edu/tgn/7007920,mrgid:48495,Washington,Washington
http://vocab.getty.edu/tgn/7007525,mrgid:48352,Nebraska,Nebraska
http://vocab.getty.edu/tgn/7007255,mrgid:19569,Kentucky,Kentucky
http://vocab.getty.edu/tgn/7007522,mrgid:8910,Mississippi,Mississippi
http://vocab.getty.edu/tgn/7016172,mrgid:19571,Arkansas,Arkansas
http://vocab.getty.edu/tgn/7007706,mrgid:25128,Ohio,Ohio
http://vocab.getty.edu/tgn/7002659,mrgid:47946,Alabama,Alabama
http://vocab.getty.edu/tgn/7007712,mrgid:47805,South Carolina,South Carolina
http://vocab.getty.edu/tgn/7007254,mrgid:25129,Kansas,Kansas
http://vocab.getty.edu/tgn/7007707,mrgid:23744,Oklahoma,Oklahoma
http://vocab.getty.edu/tgn/1000121,mrgid:2120,Jordan,Jordan
http://vocab.getty.edu/tgn/7007712,mrgid:14632,South Carolina,South Carolina
http://vocab.getty.edu/tgn/1000091,mrgid:5689,Romanian Exclusive economic Zone,Romania
http://vocab.getty.edu/tgn/1000119,mrgid:48392,Israel,Israel
http://vocab.getty.edu/tgn/1000137,mrgid:48423,Saudi Arabia,Saudi Arabia
http://vocab.getty.edu/tgn/7016752,mrgid:47949,Algeria,Algeria
http://vocab.getty.edu/tgn/1000140,mrgid:3384,Syria,Syria
http://vocab.getty.edu/tgn/1000119,mrgid:2123,Israel,Israel
http://vocab.getty.edu/tgn/7000231,mrgid:48216,Iran,Iran
http://vocab.getty.edu/tgn/7015386,mrgid:2182,Suriname,Suriname
http://vocab.getty.edu/tgn/1000053,mrgid:48110,French Guiana,French Guiana
http://vocab.getty.edu/tgn/1000047,mrgid:47568,Brazil North,Brazil
http://vocab.getty.edu/tgn/1002001,mrgid:48022,Roraima,Roraima
http://vocab.getty.edu/tgn/1001941,mrgid:48026,Rio Grande do Sul,Rio Grande do Sul
http://vocab.getty.edu/tgn/1000059,mrgid:48487,Venezuela,Venezuela
http://vocab.getty.edu/tgn/7764627,mrgid:48107,Cuba,Cuba
http://vocab.getty.edu/tgn/1000621,mrgid:48156,Guatemala,Guatemala
http://vocab.getty.edu/tgn/7005591,mrgid:18634,Oaxaca,Oaxaca
http://vocab.getty.edu/tgn/7005580,mrgid:18612,Chiapas,Chiapas
http://vocab.getty.edu/tgn/7005591,mrgid:48331,Oaxaca,Oaxaca
http://vocab.getty.edu/tgn/7005560,mrgid:19141,Free and Sovereign State of Yucatán,Mexico
http://vocab.getty.edu/tgn/1000108,mrgid:2219,Myanmar,Myanmar
http://vocab.getty.edu/tgn/7003695,mrgid:48227,Jawa,Jawa
http://vocab.getty.edu/tgn/7005565,mrgid:48394,Panama,Panama
http://vocab.getty.edu/tgn/1000206,mrgid:48480,Uganda,Uganda
http://vocab.getty.edu/tgn/1001328,mrgid:47938,Jujuy,Jujuy
http://vocab.getty.edu/tgn/1000108,mrgid:8482,Myanmar Exclusive Economic Zone,Myanmar
http://vocab.getty.edu/tgn/1000133,mrgid:2250,Pakistan,Pakistan
http://vocab.getty.edu/tgn/1000105,mrgid:2142,Bangladesh,Bangladesh
http://vocab.getty.edu/tgn/1000124,mrgid:2115,Kuwait,Kuwait
http://vocab.getty.edu/tgn/7016761,mrgid:4266,Persian Gulf,Persian Gulf
http://vocab.getty.edu/tgn/4001142,mrgid:17384,Bahrain Island,Bahrain Island
http://vocab.getty.edu/tgn/1000136,mrgid:2242,Qatar,Qatar
http://vocab.getty.edu/tgn/7016761,mrgid:25405,United Arab Emirates part of the Persian Gulf,Persian Gulf
http://vocab.getty.edu/tgn/1000137,mrgid:2215,Saudi Arabia,Saudi Arabia
http://vocab.getty.edu/tgn/1000137,mrgid:8356,Saudi Arabian Exclusive Economic Zone,Saudi Arabia
http://vocab.getty.edu/tgn/7016682,mrgid:15203,Mida creek,Indian Ocean
http://vocab.getty.edu/tgn/7005729,mrgid:2217,Malta,Malta
http://vocab.getty.edu/tgn/1001713,mrgid:19720,Mtwara,Mtwara
http://vocab.getty.edu/tgn/1001713,mrgid:21111,Mikindani Bay,Mtwara
http://vocab.getty.edu/tgn/1000180,mrgid:9256,South Mozambique,Mozambique
http://vocab.getty.edu/tgn/7016682,mrgid:20300,Msambweni Reef,Indian Ocean
http://vocab.getty.edu/tgn/7016682,mrgid:26753,Funzi Island,Indian Ocean
http://vocab.getty.edu/tgn/7016682,mrgid:20572,Tudor Creek,Indian Ocean
http://vocab.getty.edu/tgn/1000004,mrgid:18092,South East Asia,Asia
http://vocab.getty.edu/tgn/1001522,mrgid:47935,Santa Cruz,Santa Cruz
http://vocab.getty.edu/tgn/7007256,mrgid:48266,Louisiana,Louisiana
http://vocab.getty.edu/tgn/7018842,mrgid:21745,Southwest Australian Shelf,Temperate Australasia
http://vocab.getty.edu/tgn/7018842,mrgid:21951,South Australian Gulfs,Temperate Australasia
http://vocab.getty.edu/tgn/1115257,mrgid:25442,Singaporean Exclusive Economic Zone,Singapore Strait
http://vocab.getty.edu/tgn/1112300,mrgid:4309,Sea of Okhotsk,Sea of Okhotsk
http://vocab.getty.edu/tgn/1112300,mrgid:25498,Russian part of the Sea of Okhotsk,Sea of Okhotsk
http://vocab.getty.edu/tgn/7014095,mrgid:32757,Elkhorn Slough,Monterey
http://vocab.getty.edu/tgn/7029367,mrgid:25490,South Korean part of the Japan Sea,North Pacific Ocean
http://vocab.getty.edu/tgn/1112325,mrgid:25466,South Korean part of the Yellow Sea,Yellow Sea
http://vocab.getty.edu/tgn/7029367,mrgid:25492,Japanese part of the Japan Sea,North Pacific Ocean
http://vocab.getty.edu/tgn/1000059,mrgid:31368,Orinoco River,Venezuela
http://vocab.getty.edu/tgn/7004569,mrgid:48160,Trinidad-Tobago,Caribbean
http://vocab.getty.edu/tgn/7004569,mrgid:47692,Leeward Is. AB Ant,Caribbean
http://vocab.getty.edu/tgn/7004569,mrgid:48253,Antigua-Barbuda,Caribbean
http://vocab.getty.edu/tgn/7014206,mrgid:9202,Fernan Vaz Lagoon,South Atlantic Ocean
http://vocab.getty.edu/tgn/7001242,mrgid:26168,Sud-Comoé,Africa
http://vocab.getty.edu/tgn/7001242,mrgid:19013,Aby lagoon,Africa
http://vocab.getty.edu/tgn/1000954,mrgid:9209,Zaire,Zaire
http://vocab.getty.edu/tgn/1088005,mrgid:9201,Soyo,Soyo
http://vocab.getty.edu/tgn/1090020,mrgid:9184,Libreville,Libreville
http://vocab.getty.edu/tgn/1000164,mrgid:9254,South Gabon,Gabon
http://vocab.getty.edu/tgn/1000164,mrgid:9219,Lagoon of Gombé,Gabon
http://vocab.getty.edu/tgn/7016749,mrgid:15095,Cape Natal,KwaZulu-Natal
http://vocab.getty.edu/tgn/1000145,mrgid:8484,Vietnamese Exclusive Economic Zone,Vietnam
http://vocab.getty.edu/tgn/7000801,mrgid:8956,Durban,Durban
http://vocab.getty.edu/tgn/7006211,mrgid:15307,Tahiti,Tahiti
http://vocab.getty.edu/tgn/7016648,mrgid:26517,Curaçaoan Exclusive Economic Zone,Curaçao
http://vocab.getty.edu/tgn/7004641,mrgid:8648,Dominica,Dominica
http://vocab.getty.edu/tgn/7004641,mrgid:8417,Dominican Exclusive Economic Zone,Dominica
http://vocab.getty.edu/tgn/7004771,mrgid:8650,Grenada,Grenada
http://vocab.getty.edu/tgn/7029385,mrgid:7084,Norfolk Ridge,South Pacific Ocean
http://vocab.getty.edu/tgn/7014206,mrgid:6726,Vema Seamount,South Atlantic Ocean
http://vocab.getty.edu/tgn/7016682,mrgid:6563,South Australian Basin,Indian Ocean
http://vocab.getty.edu/tgn/7005668,mrgid:8315,Palau Exclusive Economic Zone,Palau
http://vocab.getty.edu/tgn/1112374,mrgid:36302,Exmouth Gulf,Exmouth Gulf
http://vocab.getty.edu/tgn/7856727,mrgid:22659,Dampier Archipelago,Dampier Archipelago
http://vocab.getty.edu/tgn/1113812,mrgid:9073,Shark Bay,Shark Bay
http://vocab.getty.edu/tgn/7845852,mrgid:32694,Kimberley,Kimberley
http://vocab.getty.edu/tgn/7011548,mrgid:47679,Krasnoyarsk,Siberia
http://vocab.getty.edu/tgn/1001914,mrgid:19259,Nueva Esparta,Nueva Esparta
http://vocab.getty.edu/tgn/1010112,mrgid:19258,"Los Roques, Islas","Los Roques, Islas"
http://vocab.getty.edu/tgn/7016682,mrgid:2258,Netherlands Antilles,World
http://vocab.getty.edu/tgn/1000223,mrgid:20846,Ile des Pins,New Caledonia
http://vocab.getty.edu/tgn/7000198,mrgid:17635,West India,India
http://vocab.getty.edu/tgn/7016682,mrgid:7306,Saya De Malha Bank,Indian Ocean
http://vocab.getty.edu/tgn/1006460,mrgid:14740,Nosy Bé,Nosy Bé
http://vocab.getty.edu/tgn/7005554,mrgid:8427,Honduran Exclusive Economic Zone,Honduras
http://vocab.getty.edu/tgn/1009934,mrgid:21284,Îles Chesterfield,Îles Chesterfield
http://vocab.getty.edu/tgn/1000131,mrgid:21146,Ash Sharqiyah,Oman
http://vocab.getty.edu/tgn/1000131,mrgid:19829,Masirah Island,Oman
http://vocab.getty.edu/tgn/1112328,mrgid:21920,Gulf of Aden,Gulf of Aden
http://vocab.getty.edu/tgn/7004772,mrgid:48924,St. Lucia,St. Lucia
http://vocab.getty.edu/tgn/7016682,mrgid:25545,Somali part of the Indian Ocean,Indian Ocean
http://vocab.getty.edu/tgn/7024573,mrgid:2260,Greenland,Greenland
http://vocab.getty.edu/tgn/7004569,mrgid:25302,Costa Rican part of the Caribbean Sea,Caribbean Sea
http://vocab.getty.edu/tgn/7797371,mrgid:14141,Turtle Island,Turtle Island
http://vocab.getty.edu/tgn/1000225,mrgid:48486,Vanuatu,Vanuatu
http://vocab.getty.edu/tgn/1000180,mrgid:22365,Inhaca Island,Mozambique
http://vocab.getty.edu/tgn/7029367,mrgid:4301,Formosa Strait,North Pacific Ocean
http://vocab.getty.edu/tgn/7001242,mrgid:14848,West African Coast,Africa
http://vocab.getty.edu/tgn/1000180,mrgid:17752,Porto de Nacala,Mozambique
http://vocab.getty.edu/tgn/7014652,mrgid:17711,Loyalty Ridge,Pacific Ocean
http://vocab.getty.edu/tgn/1001835,mrgid:18619,Guadalupe Island,Baja California
http://vocab.getty.edu/tgn/7014206,mrgid:8362,Cape Verdean Exclusive Economic Zone,North Atlantic Ocean
http://vocab.getty.edu/tgn/1000095,mrgid:14861,Spanish Coast,Spain
http://vocab.getty.edu/tgn/1000095,mrgid:36286,Spanish South West Coast,Spain
http://vocab.getty.edu/tgn/1000095,mrgid:62661,Spain - Demarcación Marina Canaria,Spain
http://vocab.getty.edu/tgn/1000166,mrgid:8400,Ghanaian Exclusive Economic Zone,Ghana
http://vocab.getty.edu/tgn/1000090,mrgid:5688,Portuguese Exclusive Economic Zone,Portugal
http://vocab.getty.edu/tgn/7029367,mrgid:6100,Monterey Canyon,North Pacific Ocean
http://vocab.getty.edu/tgn/7004586,mrgid:8687,Saint Martin,Saint Martin
http://vocab.getty.edu/tgn/7002435,mrgid:9000,Kamchatka Krai,Russia
http://vocab.getty.edu/tgn/1010084,mrgid:17656,Commander Islands,Commander Islands
http://vocab.getty.edu/tgn/7021009,mrgid:25280,Mexican part of the Gulf of Mexico,Gulf of Mexico
http://vocab.getty.edu/tgn/7029367,mrgid:22646,Kagoshima Bay,North Pacific Ocean
http://vocab.getty.edu/tgn/7004569,mrgid:25311,Jamaican Exclusive Economic Zone,Caribbean Sea
http://vocab.getty.edu/tgn/1112260,mrgid:25684,Philippines part of the Celebes Sea,Celebes Sea
http://vocab.getty.edu/tgn/1112242,mrgid:4274,Andaman Sea,Andaman Sea
http://vocab.getty.edu/tgn/7006064,mrgid:19063,Ceará,Ceará
http://vocab.getty.edu/tgn/7029385,mrgid:25629,Vanuatu part of the South Pacific Ocean,South Pacific Ocean
http://vocab.getty.edu/tgn/7029385,mrgid:7213,Kermadec Ridge,South Pacific Ocean
http://vocab.getty.edu/tgn/1112421,mrgid:4270,Gulf of Mannar,Gulf of Mannar
http://vocab.getty.edu/tgn/7016530,mrgid:26429,Shikoku,Shikoku
http://vocab.getty.edu/tgn/7029385,mrgid:25630,Solomon Islands part of the South Pacific Ocean,South Pacific Ocean
http://vocab.getty.edu/tgn/7014206,mrgid:24662,Rhode Island Continental Shelf,North Atlantic Ocean
http://vocab.getty.edu/tgn/2637557,mrgid:21423,Saint Martins,Saint Martins
http://vocab.getty.edu/tgn/7005685,mrgid:21425,Western Passage,Canada
http://vocab.getty.edu/tgn/7005799,mrgid:21427,The Wolves,New Brunswick
http://vocab.getty.edu/tgn/7013154,mrgid:23494,Ontario,Ontario
http://vocab.getty.edu/tgn/2423236,mrgid:21387,Joes Point,Joes Point
http://vocab.getty.edu/tgn/7014206,mrgid:4554,Grand Banks of Newfoundland Banks,North Atlantic Ocean
http://vocab.getty.edu/tgn/7002444,mrgid:17981,Scottish North Coast,Scotland
http://vocab.getty.edu/tgn/7856013,mrgid:30183,Gambier Islands,Gambier Islands
http://vocab.getty.edu/tgn/1009951,mrgid:8627,Crozet Islands,Crozet Islands
http://vocab.getty.edu/tgn/7014206,mrgid:8466,Argentinean Exclusive Economic Zone,South Atlantic Ocean
http://vocab.getty.edu/tgn/7016591,mrgid:9024,Strait of Magellan,Strait of Magellan
http://vocab.getty.edu/tgn/1000007,mrgid:9337,East Antarctica,Antarctica
http://vocab.getty.edu/tgn/1000007,mrgid:12322,Oates Land,Antarctica
http://vocab.getty.edu/tgn/1114998,mrgid:10860,McMurdo Sound,McMurdo Sound
http://vocab.getty.edu/tgn/7029367,mrgid:21754,Warm Temperate Northeast Pacific,Warm Temperate Northeast Pacific
http://vocab.getty.edu/tgn/7029385,mrgid:22001,Southern California Bight,Southern California Bight
http://vocab.getty.edu/tgn/7014206,mrgid:14279,Saldanha Bay,South Atlantic Ocean
http://vocab.getty.edu/tgn/7017584,mrgid:9019,Langebaan Lagoon,"Western Cape, Province of the"
http://vocab.getty.edu/tgn/1000193,mrgid:14318,Africa South Coast,South Africa
http://vocab.getty.edu/tgn/7000552,mrgid:8598,Northern Mariana Islands,Northern Mariana Islands
http://vocab.getty.edu/tgn/1000985,mrgid:8986,Hokkaido,Hokkaido
http://vocab.getty.edu/tgn/7007256,mrgid:17710,Louisiana,Louisiana
http://vocab.getty.edu/tgn/7029367,mrgid:7385,Aleutian Trench,North Pacific Ocean
http://vocab.getty.edu/tgn/7019034,mrgid:8907,Sakhalin,Sakhalin
http://vocab.getty.edu/tgn/1008611,mrgid:19716,Île des Pins,Île des Pins
http://vocab.getty.edu/tgn/7016735,mrgid:26706,Bizerte Bay,Mediterranean Sea
http://vocab.getty.edu/tgn/7004788,mrgid:19146,Tobago,Tobago
http://vocab.getty.edu/tgn/7016682,mrgid:25534,Overlapping claim Mayotte: France / Comoros part of the Indian Ocean,Indian Ocean
http://vocab.getty.edu/tgn/7029367,mrgid:8318,Marshall Islands Exclusive Economic Zone,North Pacific Ocean
http://vocab.getty.edu/tgn/7029385,mrgid:8445,Samoan Exclusive Economic Zone,South Pacific Ocean
http://vocab.getty.edu/tgn/7018842,mrgid:21747,East Central Australian Shelf,Temperate Australasia
http://vocab.getty.edu/tgn/7016682,mrgid:25540,Sri Lankan part of the Indian Ocean,Indian Ocean
http://vocab.getty.edu/tgn/7006257,mrgid:25807,Rio Grande do Norte,Rio Grande do Norte
http://vocab.getty.edu/tgn/1001863,mrgid:15124,Fernando de Noronha,Fernando de Noronha
http://vocab.getty.edu/tgn/7014652,mrgid:48178,Howland and Baker islands,Pacific Ocean
http://vocab.getty.edu/tgn/7016682,mrgid:16474,Richards Bay,Indian Ocean
http://vocab.getty.edu/tgn/7005118,mrgid:8642,United States Virgin Islands,United States Virgin Islands
http://vocab.getty.edu/tgn/7000710,mrgid:19091,Saint Thomas,Saint Thomas
http://vocab.getty.edu/tgn/7029385,mrgid:25643,Pitcairn Islands Exclusive Economic Zone,South Pacific Ocean
http://vocab.getty.edu/tgn/1112255,mrgid:21869,Bismarck Sea,Bismarck Sea
